Ortografia,Cat_Gram,Transcr_Fon,Molde_Sil,Num_Sil,VPret,Altura_VPret,Ponto_VPret,VTon,Altura_VTon,Ponto_VTon,VPost_NaoFinal,Altura_VPost,Ponto_VPost_NaoFinal,VPost_Final,Altura_VPost,Ponto_VPost_Final,RimaTon,Tipo_RimaTon,Acento,Prefixo,Raiz,Sufixo
marupá,nom,ma.ru.p1a,CV.CV.C1V,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,oxytone,NA,ma.ru.pa,NA
marxistóides,adj,maRk.sis.t1ohj.dzhis,CVCC.CVC.C1VG.CVC,4,i,Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohj,ditongo_oral,paroxytone,NA,mar.ks,ist.oides
máscara,nom,m1as.ka.rax,C1VC.CV.CV,3,NA,NA,NA,a,Baixa,Central,a,u,Central,NA,Baixa,NA,aS,coda_sibilante,proparoxytone,NA,mas.ka.r,a
mascaração,nom,mas.ka.ra.s16wN,CVC.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mas.ka.r,asauN
masdeísmo,nom,maz.de.1iz.mu,CVC.CV.1VC.CV,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,iS,coda_sibilante,paroxytone,NA,mas.de,izmo
massapê,nom,ma.sa.p1e,CV.CV.C1V,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,e,vogal_oral,oxytone,NA,ma.sa.pe,NA
massiço,adj,ma.s1i.su,CV.C1V.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,ma.s,iso
massorético,adj,ma.so.r1eh.tshi.ku,CV.CV.C1V.CV.CV,5,o,Média-Alta,Back,eh,Média-Baixa,Front,i,u,Front,u,Alta,Back,eh,vogal_oral,proparoxytone,NA,ma.so.re.t,ik.o
masterização,nom,mas.te.ri.za.s16wN,CVC.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mas.te.r,iz.asauN
mastócito,nom,mas.t1oh.si.tu,CVC.C1V.CV.CV,4,a,Baixa,Central,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,mas.t,osito
mastóide,adj,mas.t1ohj.dzhi,CVC.C1VG.CV,3,a,Baixa,Central,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohj,ditongo_oral,paroxytone,NA,mas.t,oide
mastreação,nom,mas.tre.a.s16wN,CVC.CCV.V.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mas.tre,asauN
metáfora,nom,me.t1a.fo.rax,CV.C1V.CV.CV,4,e,Média-Alta,Front,a,Baixa,Central,o,u,Back,NA,Baixa,NA,a,vogal_oral,proparoxytone,NA,me.ta.fo.r,a
matemático,nom,ma.te.m1a.tshi.ku,CV.CV.C1V.CV.CV,5,e,Média-Alta,Front,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,NA,ma.te.ma.ti.k,o
matemática,nom,ma.te.m1a.tshi.kax,CV.CV.C1V.CV.CV,5,e,Média-Alta,Front,a,Baixa,Central,i,u,Front,NA,Baixa,NA,a,vogal_oral,proparoxytone,NA,ma.te.ma.ti.k,ia
maternalíssimas,adj,ma.teR.na.l1i.si.maxs,CV.CVC.CV.C1V.CV.CVC,6,a,Baixa,Central,i,Alta,Front,i,u,Front,a,Baixa,Central,i,vogal_oral,proparoxytone,NA,ma.ter.n,al.isim.as
mático,adj,m1a.tshi.ku,C1V.CV.CV,3,NA,NA,NA,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,NA,ma.t,ik.o
matículo,adj,ma.tsh1i.ku.lu,CV.C1V.CV.CV,4,a,Baixa,Central,i,Alta,Front,u,u,Back,u,Alta,Back,i,vogal_oral,proparoxytone,NA,ma.t,ikul.o
matozóides,adj,ma.to.z1ohj.dzhis,CV.CV.C1VG.CVC,4,o,Média-Alta,Back,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohj,ditongo_oral,paroxytone,NA,ma.t,oz.oides
mauriçar,ver,maw.ri.s1aR,CVG.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,maw.ri.s,aR
mauzão,adj,maw.z16wN,CVG.C1VGC,2,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,maw,zaun
mavórcio,adj,ma.v1ohR.sju,CV.C1VC.CGV,3,a,Baixa,Central,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,ohR,coda_rotica,paroxytone,NA,ma.vor.si,o
máximo,nom,m1a.si.mu,C1V.CV.CV,3,NA,NA,NA,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,NA,ma.si.m,o
mecanógrafo,nom,me.ka.n1oh.gra.fu,CV.CV.C1V.CCV.CV,5,a,Baixa,Central,oh,Média-Baixa,Back,a,u,Central,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,me.ka.n,ografo
mediatização,nom,me.dzhi.a.tshi.za.s16wN,CV.CV.V.CV.CV.C1VGC,6,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,me.di,atiz.asauN
médio,adv,m1eh.dzhju,C1V.CGV,2,NA,NA,NA,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,eh,vogal_oral,paroxytone,NA,me.di,o
método,nom,m1eh.to.du,C1V.CV.CV,3,NA,NA,NA,eh,Média-Baixa,Front,o,u,Back,u,Alta,Back,eh,vogal_oral,proparoxytone,NA,me.to.d,o
mefítico,adj,me.f1i.tshi.ku,CV.C1V.CV.CV,4,e,Média-Alta,Front,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,me.fi.t,ik.o
megalítico,adj,me.ga.l1i.tshi.ku,CV.CV.C1V.CV.CV,5,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,mega,li.t,ik.o
megalômalo,adj,me.ga.l1o.m6.lu,CV.CV.C1V.CV.CV,5,a,Baixa,Central,o,Média-Alta,Back,6,Média-Alta,Central,u,Alta,Back,o,vogal_oral,proparoxytone,mega,ma.l,o
megaproblemático,adj,meh.ga.pro.ble.m1a.tshi.ku,CV.CV.CCV.CCV.C1V.CV.CV,7,e,Média-Alta,Front,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,mega,pro.ble.m,at.ik.o
megatelão,nom,meh.ga.te.l16wN,CV.CV.CV.C1VGC,4,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mega,te.l,aun
melação,nom,me.la.s16wN,CV.CV.C1VGC,3,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,me.l,asauN
melodia,nom,me.lo.dzh1i.ax,CV.CV.C1V.V,4,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,me.lo.d,ia
melodramático,adj,me.lo.dr6.m1a.tshi.ku,CV.CV.CCV.C1V.CV.CV,6,6,Média-Alta,Central,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,melo,dra.m,at.ik.o
memorável,adj,me.mo.r1a.vew,CV.CV.C1V.CVG,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,me.mo.r,a.vel
memória,nom,me.m1oh.rjax,CV.C1V.CGV,3,e,Média-Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,a,Baixa,Central,oh,vogal_oral,paroxytone,NA,me.mo.r,ia
mencionável,adj,mejN.si.o.n1a.vew,CVGC.CV.V.C1V.CVG,5,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,men.s,ioN.a.vel
menstruacão,nom,meNs.tru.a.s16wN,CVCC.CCV.V.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mens.tru,asauN
mercadão,nom,meR.ka.d16wN,CVC.CV.C1VGC,3,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mer.k,ad.auN
mesóclise,nom,me.z1oh.kli.zi,CV.C1V.CCV.CV,4,e,Média-Alta,Front,oh,Média-Baixa,Back,i,u,Front,i,Alta,Front,oh,vogal_oral,proparoxytone,mezo,kli.z,e
mesopotâmio,nom,me.zo.po.t16.mju,CV.CV.CV.C1V.CGV,5,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,me.zo.po.ta.mi,o
messianismo,nom,me.si.6.n1iz.mu,CV.CV.V.C1VC.CV,5,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,iS,coda_sibilante,paroxytone,NA,me.si.a,N.izmo
metabolizável,adj,me.ta.bo.li.z1a.vew,CV.CV.CV.CV.C1V.CVG,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,me.ta.bo.l,iza.vel
metacientífico,adj,meh.ta.si.ejN.tsh1i.fi.ku,CV.CV.CV.VGC.C1V.CV.CV,7,e,Média-Alta,Front,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,meta,si.en.t,if.ik.o
metacinematográfico,adj,meh.ta.si.ne.ma.to.gr1a.fi.ku,CV.CV.CV.CV.CV.CV.CC1V.CV.CV,9,o,Média-Alta,Back,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,meta,si.ne.m,atograf.ik.o
metacrítica,nom,meh.ta.kr1i.tshi.kax,CV.CV.CC1V.CV.CV,5,a,Baixa,Central,i,Alta,Front,i,u,Front,a,Baixa,Central,i,vogal_oral,proparoxytone,meta,kri.ti.k,a
metafilosófico,adj,meh.ta.fi.lo.z1oh.fi.ku,CV.CV.CV.CV.C1V.CV.CV,7,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,meta,fi.lo.zo.f,ik.o
metalingüística,nom,meh.ta.liN.gw1is.tshi.kax,CV.CV.CVC.CG1VC.CV.CV,6,i,Alta,Front,i,Alta,Front,i,u,Front,a,Baixa,Central,iS,coda_sibilante,proparoxytone,meta,lin.gw,ist.ik.a
metapsicológico,adj,meh.ta.psi.ko.l1oh.zhi.ku,CV.CV.CCV.CV.C1V.CV.CV,7,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,meta,pi.si.k,oloj.ik.o
metalúrgico,adj,me.ta.l1uR.zhi.ku,CV.CV.C1VC.CV.CV,5,a,Baixa,Central,u,Alta,Back,i,u,Front,NA,Baixa,NA,uR,coda_rotica,proparoxytone,meta,me.ta.l,uR.j.ik.o
metástase,nom,me.t1as.ta.zi,CV.C1VC.CV.CV,4,e,Média-Alta,Front,a,Baixa,Central,a,u,Central,i,Alta,Front,aS,coda_sibilante,proparoxytone,NA,me.tas.ta.z,e
metateórico,adj,meh.ta.te.1oh.ri.ku,CV.CV.CV.1V.CV.CV,6,e,Média-Alta,Front,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,meta,te.o.r,ik.o
metabólicas,adj,me.ta.b1oh.li.kas,CV.CV.C1V.CV.CVC,5,a,Baixa,Central,oh,Média-Baixa,Back,i,u,Front,a,Baixa,Central,oh,vogal_oral,proparoxytone,NA,me.ta.bo.l,ik.as
metodologia,nom,me.to.do.lo.zh1i.ax,CV.CV.CV.CV.C1V.V,6,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,me.to.d,olojia
metrificação,nom,me.tri.fi.ka.s16wN,CV.CCV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,me.tr,if.ik.asauN
méxico,nom,m1eh.shi.ku,C1V.CV.CV,3,NA,NA,NA,eh,Média-Baixa,Front,i,u,Front,u,Alta,Back,eh,vogal_oral,proparoxytone,NA,me.xi.k,o
mexidão,nom,me.shi.d16wN,CV.CV.C1VGC,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,me.x,idaun
micção,nom,mik.s16wN,CVC.C1VGC,2,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mik.s,aun
microaquário,nom,mi.kro.a.kw1a.rju,CV.CCV.V.CG1V.CGV,5,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,mikro,a.kwa.ri,o
microcélula,nom,mi.kro.s1eh.lu.lax,CV.CCV.C1V.CV.CV,5,o,Média-Alta,Back,eh,Média-Baixa,Front,u,u,Back,a,Baixa,Central,eh,vogal_oral,proparoxytone,mikro,se.lu.l,a
microcirúrgico,adj,mi.kro.si.r1uR.zhi.ku,CV.CCV.CV.C1VC.CV.CV,6,i,Alta,Front,u,Alta,Back,i,u,Front,NA,Baixa,NA,uR,coda_rotica,proparoxytone,mikro,si.rur.j,ik.o
microscópio,nom,mi.kros.k1oh.pju,CV.CCVC.C1V.CGV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,NA,s.ko.p,io
microcrustáceo,nom,mi.kro.krus.t1a.sju,CV.CCV.CCVC.C1V.CGV,5,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,mikro,krus.ta.si,o
microdissecação,nom,mi.kro.dzhi.se.ka.s16wN,CV.CCV.CV.CV.CV.C1VGC,6,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mikro,di.se.k,asauN
microepisódio,nom,mi.kro.e.pi.z1oh.dzhju,CV.CCV.V.CV.C1V.CGV,6,i,Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,mikro,e.pi.zo.di,o
microrregião,nom,mi.kro.he.zhi.16wN,CV.CCV.CV.CV.1VGC,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mikro,he.j,iaun
microvisão,nom,mi.kro.vi.z16wN,CV.CCV.CV.C1VGC,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mikro,vi.z,aun
milênio,nom,mi.l1e.nju,CV.C1V.CGV,3,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,NA,mi.le.ni,o
milhãozinho,nom,mi.lh6wN.z1i.nhu,CV.CVGC.C1V.CV,4,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,mi.L,aunz.iN.o
milícia,nom,mi.l1i.sjax,CV.C1V.CGV,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,mi.li.si,a
milímetro,nom,mi.l1i.me.tru,CV.C1V.CV.CCV,4,i,Alta,Front,i,Alta,Front,e,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,mil,me.tr,o
milionárias,adj,mi.lho.n1a.ri.axs,CV.CV.C1V.CV.VC,5,o,Média-Alta,Back,a,Baixa,Central,i,u,Front,NA,Baixa,NA,a,vogal_oral,proparoxytone,NA,mi.L,oN.aR.i.as
mineirão,nom,mi.nej.r16wN,CV.CVG.C1VGC,3,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mi.n,eiR.aun
mineralização,nom,mi.ne.ra.li.za.s16wN,CV.CV.CV.CV.CV.C1VGC,6,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mi.n,eR.al.iz.asauN
miniarrastão,nom,mi.ni.a.has.t16wN,CV.CV.V.CVC.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mini,a.has.t,aun
miniauditório,nom,mi.ni.aw.dzhi.t1oh.rju,CV.CV.VG.CV.C1V.CGV,6,i,Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,mini,aw.di.to.ri,o
minicardápio,nom,mi.ni.kaR.d1a.pju,CV.CV.CVC.C1V.CGV,5,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,mini,kar.da.pi,o
minicoleção,nom,mi.ni.ko.le.s16wN,CV.CV.CV.CV.C1VGC,5,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mini,ko.le.s,aun
minicoletânea,nom,mi.ni.ko.le.t16.njax,CV.CV.CV.CV.C1V.CGV,6,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,mini,ko.le.t,ania
minicomitê,nom,mi.ni.ko.mi.t1e,CV.CV.CV.CV.C1V,5,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,e,vogal_oral,oxytone,mini,ko.mi.t,e
mínima,adj,m1i.ni.max,C1V.CV.CV,3,NA,NA,NA,i,Alta,Front,i,u,Front,a,Baixa,Central,i,vogal_oral,proparoxytone,NA,mi.ni.m,a
mínimo,nom,m1i.ni.mu,C1V.CV.CV,3,NA,NA,NA,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,mi.ni.m,o
miniobservatório,nom,mi.ni.o.bi.seR.va.t1oh.rju,CV.CV.V.CV.CVC.CV.C1V.CGV,8,a,Baixa,Central,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,mini,o.bi.ser.v,at.oR.io
minipotência,nom,mi.ni.po.t1ejN.sjax,CV.CV.CV.C1VGC.CGV,5,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,eN,coda_nasal,paroxytone,mini,po.ten.s,ia
minirrelatório,nom,mi.ni.he.la.t1oh.rju,CV.CV.CV.CV.C1V.CGV,6,a,Baixa,Central,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,mini,he.la.t,oR.io
minirrebelião,nom,mi.ni.he.be.li.16wN,CV.CV.CV.CV.CV.1VGC,6,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,mini,he.be.l,iaun
minirrobô,nom,mi.ni.ho.b1o,CV.CV.CV.C1V,4,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,o,vogal_oral,oxytone,mini,ho.bo,NA
minissemáforo,nom,mi.ni.se.m1a.fu.ru,CV.CV.CV.C1V.CV.CV,6,e,Média-Alta,Front,a,Baixa,Central,u,u,Back,u,Alta,Back,a,vogal_oral,proparoxytone,mini,se.ma.fo.r,o
ministeriozinho,nom,mi.nis.teh.ri.o.z1i.nhu,CV.CVC.CV.CV.V.C1V.CV,7,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,mi.nis.te.ri,oz.iN.o
minúncia,nom,mi.n1uN.sjax,CV.C1VC.CGV,3,i,Alta,Front,u,Alta,Back,NA,NA,NA,a,Baixa,Central,uN,coda_nasal,paroxytone,NA,mi.nun.si,a
minúsculo,nom,mi.n1us.ku.lu,CV.C1VC.CV.CV,4,i,Alta,Front,u,Alta,Back,u,u,Back,NA,Baixa,NA,uS,coda_sibilante,proparoxytone,NA,mi.nus.ku.l,o
misericórdia,nom,mi.ze.ri.k1ohR.dzhjax,CV.CV.CV.C1VC.CGV,5,i,Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,a,Baixa,Central,ohR,coda_rotica,paroxytone,NA,mi.ze.ri.kor.di,a
misógeno,adj,mi.z1oh.zhe.nu,CV.C1V.CV.CV,4,i,Alta,Front,oh,Média-Baixa,Back,e,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,mi.zo.je.n,o
míssel,nom,m1i.siw,C1V.CVG,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,i,vogal_oral,paroxytone,NA,mi.sew,NA
misteriosíssimas,adj,mis.te.ri.o.z1i.si.maxs,CVC.CV.CV.V.C1V.CV.CVC,7,o,Média-Alta,Back,i,Alta,Front,i,u,Front,a,Baixa,Central,i,vogal_oral,proparoxytone,NA,mis.te.ri,oz.isim.as
misteriosíssimo,adj,mis.te.ri.o.z1i.si.mu,CVC.CV.CV.V.C1V.CV.CV,7,o,Média-Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,mis.te.ri,oz.isim.as
mitocôndria,nom,mi.to.k1owN.drjax,CV.CV.C1VGC.CCGV,4,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,oN,coda_nasal,paroxytone,NA,mi.to.kon.dri,a
mnemônica,adj,mi.new.m1o.ni.kax,CV.CVG.C1V.CV.CV,5,e,Média-Alta,Front,o,Média-Alta,Back,i,u,Front,a,Baixa,Central,o,vogal_oral,proparoxytone,NA,mi.ne.mo.n,ik.a
mnemônico,adj,mi.new.m1o.ni.ku,CV.CVG.C1V.CV.CV,5,e,Média-Alta,Front,o,Média-Alta,Back,i,u,Front,u,Alta,Back,o,vogal_oral,proparoxytone,NA,mi.ne.mo.n,ik.a
mobilização,nom,mo.bi.li.za.s16wN,CV.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.b,iliz.asauN
moçambicana,adj,mo.s6N.bi.k16.nax,CV.CVC.CV.C1V.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,a,Baixa,Central,6,vogal_oral,paroxytone,NA,mo.sam.bi.k,ana
modernérrimo,adj,mo.deR.n1eh.hi.mu,CV.CVC.C1V.CV.CV,5,e,Média-Alta,Front,eh,Média-Baixa,Front,i,u,Front,u,Alta,Back,eh,vogal_oral,proparoxytone,NA,mo.der.n,ehim.o
modificaçãozinha,nom,mo.dzhi.fi.ka.s6wN.z1i.nhax,CV.CV.CV.CV.CVGC.C1V.CV,7,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,mo.d,if.ik.asauN.z.iN.a
modificação,nom,mo.dzhi.fi.ka.s16wN,CV.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.d,if.ik.asauN
modulável,adj,mo.du.l1a.vew,CV.CV.C1V.CVG,4,u,Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,mo.du.l,a.vel
majoritário,adj,ma.zho.ri.t1a.rju,CV.CV.CV.C1V.CGV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,ma.jo.r,it.aR.i.o
moldável,adj,mow.d1a.vew,CVG.C1V.CVG,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,mow.d,a.vel
molécula,nom,mo.l1eh.ku.lax,CV.C1V.CV.CV,4,o,Média-Alta,Back,eh,Média-Baixa,Front,u,u,Back,a,Baixa,Central,eh,vogal_oral,proparoxytone,NA,mo.le.ku.l,a
monárquico,adj,mo.n1aR.ki.ku,CV.C1VC.CV.CV,4,o,Média-Alta,Back,a,Baixa,Central,i,u,Front,u,Alta,Back,aR,coda_rotica,proparoxytone,NA,mo.nar.k,ik.o
monoatômicas,adj,mo.no.a.t1o.mi.kaxs,CV.CV.V.C1V.CV.CVC,6,a,Baixa,Central,o,Média-Alta,Back,i,u,Front,a,Baixa,Central,o,vogal_oral,proparoxytone,mono,a.to.m,ik.as
monócito,nom,mo.n1oh.si.tu,CV.C1V.CV.CV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,mo.no.si.t,o
monocórdico,nom,mo.no.k1ohR.dzhi.ku,CV.CV.C1VC.CV.CV,5,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,ohR,coda_rotica,proparoxytone,mono,kor.d,ik.o
monóculo,nom,mo.n1oh.ku.lu,CV.C1V.CV.CV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,u,u,Back,u,Alta,Back,oh,vogal_oral,proparoxytone,mono,o.ku.l,o
monódico,adj,mo.n1oh.dzhi.ku,CV.C1V.CV.CV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,mo.no.d,ik.o
monoenergéticas,adj,mo.no.e.neR.zh1eh.tshi.kaxs,CV.CV.V.CVC.C1V.CV.CVC,7,e,Média-Alta,Front,eh,Média-Baixa,Front,i,u,Front,a,Baixa,Central,eh,vogal_oral,proparoxytone,mono,e.ner.j,et.ik.as
monoenergético,adj,mo.no.e.neR.zh1eh.tshi.ku,CV.CV.V.CVC.C1V.CV.CV,7,e,Média-Alta,Front,eh,Média-Baixa,Front,i,u,Front,u,Alta,Back,eh,vogal_oral,proparoxytone,mono,e.ner.j,et.ik.o
monogástrico,adj,mo.no.g1as.tri.ku,CV.CV.C1VC.CCV.CV,5,o,Média-Alta,Back,a,Baixa,Central,i,u,Front,u,Alta,Back,aS,coda_sibilante,proparoxytone,mono,gas.tr,ik.o
monogênese,nom,mo.no.zh1e.ne.zi,CV.CV.C1V.CV.CV,5,o,Média-Alta,Back,e,Média-Alta,Front,e,u,Front,i,Alta,Front,e,vogal_oral,proparoxytone,mono,ge.ne.z,e
monólogo,nom,mo.n1oh.lo.gu,CV.C1V.CV.CV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,o,u,Back,u,Alta,Back,oh,vogal_oral,proparoxytone,mono,lo.g,o
monolítico,adv,mo.no.l1i.tshi.ku,CV.CV.C1V.CV.CV,5,o,Média-Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,mono,li.t,ik.o
